pred,label1,label1_occurrence,label2,label2_occurrence,label3,label3_occurrence,label1_full,label2_full,label3_full,index,Unnamed: 11
388,twitt,100.0,fal,9.1,mae,9.1,twitter,,,Sonhei que estava com setecentos seguidores no Twitter.,
38,conhec,100.0,lou,100.0,real,18.2,conhecia,louis,,Sonhei que eu conhecia o Louis .,
127,namor,100.0,menin,4.8,car,3.5,namorava,,,Sonhei que eu namorava o Chay Suede .,
602,cyrus,100.0,miley,100.0,amig,14.3,cyrus,miley,,Sonhei que a Miley Cyrus me processava.,
317,boc,100.0,piercing,100.0,coloc,20.0,boca,piercing,,Sonhei que eu fazia um piercing na boca.,
564,dor,100.0,cabec,14.3,grav,9.5,dor,,,Sonhei que o seu  ia ser lançado. Que dor.,
196,dorm,100.0,acord,7.2,cas,7.2,dormindo,,,"Sonhei que estava dormindo com ele, até acordei feliz .",
375,drog,100.0,algu,14.3,aparec,14.3,droga,,,"Sonhei que ele estava com outra, que droga.",
127,namor,100.0,menin,4.8,car,3.5,namorava,,,Sonhei que namorava o Heeseung.,
376,gem,100.0,grav,25.6,menin,15.4,gemeos,,,Sonhei que o KBMasc tinha gêmeos.,
377,tatu,100.0,quer,11.8,bund,5.9,tatuada,,,Essa noite sonhei que estava toda tatuada.,
136,grav,100.0,aparec,1.1,gent,1.1,gravida,,,"Mano, sonhei que estava grávida .",
176,gost,86.4,pesso,56.8,comig,27.3,gostava,,,"Sonhei que ele gostava de outra. Meu Deus, que péssimo.",
379,sequestr,100.0,tent,19.0,car,14.3,sequestrada,,,"Sonhei que era sequestrada, mano.",
380,cabec,100.0,rasp,100.0,sozinh,25.0,cabeca,raspei,,Sonhei que raspei a cabeça de novo.,
131,cair,100.0,ceu,66.7,vi,66.7,cair,,,Acordei porque sonhei que estava a cair .,
240,usand,100.0,drog,14.7,blus,5.9,usando,,,Sonhei que estava usando essa base. Agora eu quero ela.,
248,,100.0,aaron,0.0,abacat,0.0,,,,"Eu sonhei que tive sete, cinco .",
250,ganh,100.0,gent,5.9,lind,5.9,ganhou,,,Sonhei que a Imperial ganhou na Vertigo.,
567,compr,100.0,faz,7.1,ia,6.7,comprado,,,Sonhei que tinha comprado uma XRE aqui em Portugal .,
642,moga,100.0,oncel,100.0,aaron,0.0,mogai,onceler,,Sonhei que o Onceler era mogai.,
448,cas,100.0,compr,4.2,fic,4.2,casava,,,Sonhei que casava .,
376,gem,100.0,grav,25.6,menin,15.4,gemeos,,meninas,"Sonhei que tinha gêmeos. Cuidado com o boneco, meninas.",
481,feir,100.0,sext,100.0,vai,25.0,feira,sexta,,"Sonhei que era sexta-feira, acordei e é quarta-feira, quero morrer.",
265,mosc,100.0,hor,9.1,vej,9.1,moscou,,,Ontem sonhei que estava em Moscou...,
25,coloc,100.0,piercing,100.0,nariz,16.7,colocava,piercing,,Sonhei que colocava piercing. Será que é um sinal?,
381,rihann,100.0,beb,87.5,nasc,75.0,rihanna,bebe,nascia,Sonhei que o bebê da Rihanna finalmente nascia.,
260,adot,100.0,gat,100.0,casal,12.5,adotava,gato,,Sonhei que adotava outro gato.,
594,socorr,100.0,abrac,17.6,gent,17.6,socorro,,,"Sonhei que estava com piolhos. Socorro, socorro!",
312,apavor,100.0,grav,16.7,cas,8.3,apavorada,,,"Sonhei que eu tinha um bebê, acordei apavorada.",
366,volt,100.0,cas,6.0,fic,6.0,voltava,,,Sonhei que essa semana o Cancun RP voltava.,
214,filh,100.0,lind,12.1,dia,9.5,filho,,,E eu que sonhei que a Pamella tinha um filho...,
567,compr,100.0,faz,7.1,ia,6.7,comprado,,,Sonhei que tinha comprado uma corrente para a cintura.,
383,beij,100.0,car,6.2,pesso,6.2,beijava,,,Sonhei que beijava ele.,
373,fum,100.0,cigarr,10.9,bas,7.3,fumei,,,Acho que sonhei que fumei um charuto e morri.,
384,album,100.0,lanc,83.3,music,16.7,album,lancado,,Sonhei que o Wiu tinha lançado álbum .,
379,sequestr,100.0,tent,19.0,car,14.3,sequestrada,,,Sonhei que estava completamente bêbada e fui sequestrada.,
128,fum,100.0,gost,10.0,nov,10.0,fumando,,,Sonhei que estava fumando hoje .,
9,anos,100.0,ia,37.5,fal,25.0,anos,,,Eu tinha sete anos e sonhei que estava no banheiro.,
385,tatu,100.0,tatuag,13.0,brac,10.9,tatuava,,,Sonhei que tatuava o rego.,
444,vir,100.0,amig,10.4,gent,7.5,virava,,,Sonhei que o Boston virava esse jogo.,
399,morr,100.0,car,4.9,lembr,4.9,morre,,,Sonhei que o Silvio Santos morre antes desse ano acabar.,
396,beij,100.0,namor,100.0,dia,14.3,beijei,namorado,,"""Meu namorado"" (sonhei que beijei)",
251,tatuag,100.0,faz,96.9,quer,18.8,tatuagem,fazia,,Sonhei que eu fazia uma tatuagem.,
169,mor,100.0,sozinh,100.0,cas,33.3,morando,sozinha,,"Sonhei que estava morando sozinha, quero tanto .",
312,apavor,100.0,grav,16.7,cas,8.3,apavorada,gravida,,"Acordei apavorada, sonhei que estava grávida.",
436,cas,100.0,ia,100.0,aaron,0.0,casa,ia,,Ontem sonhei que ia para casa.,
553,nov,100.0,grav,12.5,quer,5.8,novo,gravida,,Sonhei que estava grávida de novo. Mas que raios.,
406,comig,100.0,fal,95.2,fic,14.3,comigo,falar,,Sonhei que ela voltava a falar comigo.,
195,tip,100.0,amig,13.6,car,11.4,tipo,,,"Muita vontade de , tipo muita. Literalmente sonhei que comia.",
259,ped,100.0,namor,86.8,quer,11.3,pedia,namoro,,Sonhei que alguém me pedia em namoro :/,
122,rea,100.0,compr,16.9,mil,14.5,reais,,,Sonhei que devia cem reais para o David Fincher.,
297,carr,100.0,acident,10.3,compr,10.3,carro,,,Sonhei que capotei o carro.,
535,casament,100.0,ped,91.7,dia,8.3,casamento,,,Sonhei que estava em um casamento... e era o meu.,
196,dorm,100.0,acord,7.2,cas,7.2,dormindo,,,"Eu estava dormindo, sonhei que estava grávida.",
430,fug,100.0,polic,100.0,amig,16.7,fugindo,policia,,Sonhei que estava fugindo da polícia . Não entendi nada.,
389,flameng,100.0,ganh,50.0,camis,12.5,flamengo,,,Sonhei que o Flamengo jogava bem no segundo tempo.,
387,rav,100.0,saudad,100.0,indo,33.3,rave,saudade,,"Essa noite sonhei que fui em uma rave, que saudade.",
147,beij,100.0,menin,7.6,algu,6.4,beijando,,,Sonhei que ele estava beijando meu pescoço.,
52,jog,100.0,bich,9.5,ganh,9.5,jogava,,,Sonhei que o Sport jogava bem.,
0,grav,100.0,menin,8.0,sonh,6.8,gravida,,,Tirei um cochilo à tarde e sonhei que estava grávida.,
155,fic,100.0,ia,8.9,pesso,7.6,ficando,,,Sonhei que estava ficando com a diretora do Greg News.,
172,acord,100.0,trist,63.6,fiqu,20.5,acordado,,,Sonhei que estava acordado.,
265,mosc,100.0,hor,9.1,vej,9.1,moscou,,,Ontem sonhei que estava em Moscou.,
316,lev,100.0,tir,17.7,car,13.9,levi,,,Sonhei que o Levi arranjava alguma coisa para fazer.,
203,conhec,100.0,pesso,9.4,fal,8.1,conhecia,,,Hoje sonhei que conhecia o Veiga e acordei chorando.,
439,cuid,100.0,beb,20.5,cas,13.6,cuidava,,,Sonhei que a irmã cuidava da própria vida dela. Pantanal.,
388,twitt,100.0,fal,9.1,mae,9.1,twitter,,,Sonhei que Marlene tinha Twitter... aterrorizante.,
586,peg,100.0,amig,6.5,fog,6.5,pegando,,,Sonhei que a gente estava se pegando na casa dele.,
120,brasil,100.0,cop,87.5,ganh,75.0,brasil,,,Sonhei que estava no Brasil.,
334,amor,100.0,boas,100.0,mund,100.0,amor,boas,mundo,Sonhei que as pessoas eram boas nesse mundo de amor.,
235,tom,100.0,banh,8.3,holland,6.4,tomava,,,Sonhei que o Tibério tomava vergonha na cara.,
214,filh,100.0,lind,12.1,dia,9.5,filho,,,Eu sonhei que estava visitando o filho da Pepita.,
36,troc,100.0,ide,25.0,gent,13.2,trocada,,,"Não gostei, sonhei que fui trocada.",
389,flameng,100.0,ganh,50.0,camis,12.5,flamengo,ganhava,,Sonhei que o Flamengo ganhava de 3 a 1.,
605,quebr,100.0,com,7.0,celul,5.6,quebrando,,,"Nossa, sonhei que estava grávida de novo, vai quebrando, Senhor.",
147,beij,100.0,menin,7.6,algu,6.4,beijava,,,"Sonhei que, enquanto te beijava, você já me amava...",
134,ido,100.0,show,13.0,amig,5.6,ido,,,Hoje sonhei que tinha ido para o Black.,
233,namor,100.0,gent,3.7,acredit,1.9,namorando,,,Sonhei que estava namorando . Só assim mesmo.,
393,mosc,100.0,pagod,100.0,russ,100.0,moscou,pagode,russo,Ontem sonhei que estava em Moscou dançando pagode russo.,
168,the,100.0,namor,18.6,faz,11.6,the,,fazia,Sonhei que The Blaze fazia um lançamento.,
393,mosc,100.0,pagod,100.0,russ,100.0,moscou,pagode,russo,Hoje sonhei que estava em Moscou dançando pagode russo.,
570,cham,62.5,lembr,53.6,algu,10.7,chamava,,,Sonhei que o Leonardo DiCaprio me chamava de cocota.,
250,ganh,100.0,gent,5.9,lind,5.9,ganhava,,,Dormi e sonhei que o Childe ganhava uma skin.,
360,agui,100.0,arthur,100.0,casinh,25.0,aguiar,arthur,,Sonhei que o Arthur Aguiar tirava a própria vida .,
348,hack,100.0,instagr,25.9,celul,18.5,hackeado,instagram,,Sonhei que meu Instagram era hackeado .,
250,ganh,100.0,gent,5.9,lind,5.9,ganhei,,,Sonhei que ganhei um cortador de comprimidos enfeitadinho.,
106,professor,100.0,faculdad,7.8,histor,7.8,professora,,,Sonhei que a Vanessa Lopes era minha professora.,
585,cred,100.0,grav,19.6,morr,11.8,credo,,,Sonhei que ele descobria meu Twitter. Credo.,
637,trist,100.0,fiqu,12.4,cas,7.2,triste,,,"Sonhei que era best da Anitta, nunca fui triste.",
511,trans,100.0,gent,10.3,car,7.7,transando,,,"E, inclusive, sonhei que estava transando com a pessoa.",
471,acontec,100.0,quer,16.7,acord,8.3,acontece,,,"Sonhei que namorava ele, mano.  Acontece, né?",
609,cai,75.0,porr,56.2,acab,6.2,cai,,,Sonhei que eu caí.,
392,amor,100.0,faz,73.3,mulh,13.3,amor,fazendo,,Sonhei que estava fazendo amor com [oculto].,
127,namor,100.0,menin,4.8,car,3.5,namorava,,,Sonhei que namorava o Benedict C. Estou mal.,
393,mosc,100.0,pagod,100.0,russ,100.0,moscou,pagode,russo,Ontem sonhei que estava em Moscou dançando o pagode russo.,
205,cas,100.0,car,5.6,cheg,5.1,casa,,,Eu sonhei que tinha um demônio na minha casa.,
391,alegr,86.7,port,80.0,consegu,13.3,alegre,porto,,Sonhei que estava nevando em Porto Alegre.,
52,jog,100.0,bich,9.5,ganh,9.5,jogava,,,Sonhei que jogava no CDA .,
581,cabel,100.0,faz,11.1,loir,6.9,cabelo,,,Sonhei que o Tete tinha voltado com o cabelo azul.,
569,volt,100.0,cas,12.5,aaron,0.0,voltava,,,Hoje sonhei que ela voltava...,
385,tatu,100.0,tatuag,13.0,brac,10.9,tatuando,,,Sonhei que estava tatuando as costas.,
136,grav,100.0,aparec,1.1,gent,1.1,gravida,,,Sonhei que eu estava grávida.,
316,lev,100.0,tir,17.7,car,13.9,levado,,,"Sonhei que tinha levado uma dedada, acordei rápido.",
91,eleico,100.0,lul,100.0,ganh,70.0,eleicoes,lula,ganhava,Sonhei que o Lula ganhava as eleições no primeiro turno.,
649,beb,100.0,grav,13.3,menin,11.5,bebe,,,Sonhei que tive que abortar um bebê.,
399,morr,100.0,car,4.9,lembr,4.9,morria,,,Essa noite sonhei que morria de dengue.,
624,traumatiz,91.7,comec,25.0,namor,16.7,traumatizada,,,"Nossa, estou traumatizada. Sonhei que estava me endividando.",
460,nasc,100.0,filh,25.8,grav,14.5,nascendo,,,Essa noite sonhei que o Davizinho estava nascendo.,
280,tranc,100.0,acord,16.7,cabec,16.7,tranca,,,Sonhei que coloquei trança e fiquei um nojo.,
220,ouv,100.0,album,16.7,music,12.5,ouvia,,,"Sonhei que ouvia um ""Ela é minha esposa"".",
207,parceir,100.0,dia,12.5,fic,12.5,parceiro,,,Sonhei que eu era parceiro do Rodrygo no Barcelona.,
393,mosc,100.0,pagod,100.0,russ,100.0,moscou,pagode,russo,Hoje sonhei que estava em Moscou dançando pagode russo.,
366,volt,100.0,cas,6.0,fic,6.0,voltava,,,Sonhei que ele voltava [oculto] [oculto] (medo).,
203,conhec,100.0,pesso,9.4,fal,8.1,conhecia,,,Sonhei que conhecia a Kazuha.,
51,desesper,100.0,grav,100.0,pens,9.5,desesperada,gravida,,Sonhei que estava grávida e acordei desesperada.,
90,saudad,100.0,nov,9.9,volt,9.0,saudades,,,"Julinha: Madrinha, saudades. Sonhei que você estava grávida.",
79,cant,100.0,show,23.3,music,15.3,cantava,,,"Sonhei que cantava ""Rap da Felicidade"" com a Nath Finanças.",
470,gatinh,100.0,adot,93.1,quer,10.3,gatinho,adotando,,Sonhei que estava adotando um gatinho. Ele era preto.,
98,ganh,100.0,gent,6.4,aniversari,4.3,ganhava,,,Sonhei que o Hamilton ganhava a corrida.,
181,agu,100.0,beb,22.9,sed,10.4,agua,bebi,,Sonhei que bebi água sanitária e queimei a boca todinha.,
161,encontr,100.0,gent,9.8,ia,9.3,encontro,,,Sonhei que estava fazendo um encontro diferente com o boy.,
394,feit,100.0,tatuagens,100.0,sinal,25.0,feito,tatuagens,,Sonhei que tinha feito muitas tatuagens.,
571,sobrinh,100.0,grav,20.0,amig,13.3,sobrinho,,,Sonhei que tinha um sobrinho. Espero que seja verdade.,
339,gir,100.0,anitt,10.0,cg,10.0,gira,,,"Sonhei que estava em uma gira, .",
390,boa,100.0,faz,11.1,cas,10.0,boa,fazia,,"Essa noite sonhei que fazia -51ºC. Ui, que coisa boa.",
2,post,100.0,fot,83.0,instagr,20.8,postava,,,"Jade, sonhei que você postava stories em tempo real.",
58,pai,100.0,cas,8.4,quer,7.0,pai,,,"Sonhei que tinha sido pai, está mandado.",
305,l7,100.0,fic,25.0,peg,25.0,l7,,,Cochilei e sonhei que estava no show do L7.,
139,luis,100.0,sonz,100.0,show,11.9,luisa,sonza,show,Sonhei que perdia o show da Luísa Sonza. Que desespero.,
396,beij,100.0,namor,100.0,dia,14.3,beijando,namorada,,"""Minha namorada"" (sonhei que estava beijando).",
396,beij,100.0,namor,100.0,dia,14.3,beijava,namorada,,"""Minha namorada"" (sonhei que beijava).",
416,tax,100.0,shein,33.3,bal,16.7,taxada,shein,,Tive meu pior pesadelo: sonhei que fui taxada na SheIn.,
203,conhec,100.0,pesso,9.4,fal,8.1,conhecia,,,Sonhei que conhecia a Triz.,
392,amor,100.0,faz,73.3,mulh,13.3,amoras,,,"Sonhei que comia amoras. Estou mesmo chateada, agora quero amoras.",
427,adot,100.0,beb,13.7,cachorr,7.8,adota,,,Sonhei que o Tomás Trinca pedia para eu adotá-lo .,
106,professor,100.0,faculdad,7.8,histor,7.8,professor,,,E eu que sonhei que o Supla era meu professor?,
229,florip,100.0,chov,20.0,mor,20.0,floripa,,,Sonhei que estava em Floripa.,
388,twitt,100.0,fal,9.1,mae,9.1,twittado,,,Sonhei que tinha twittado umas bobagens.,
470,gatinh,100.0,adot,93.1,quer,10.3,gatinhos,adotado,,Sonhei que tinha adotado um monte de gatinhos.,
202,cas,100.0,desesper,100.0,acord,20.0,casando,desesperada,,"Sonhei que estava me casando, gente, acordei desesperada .",
161,encontr,100.0,gent,9.8,ia,9.3,encontrei,,,"Agora que lembrei, essa noite sonhei que encontrei o Casimiro.",
80,dent,100.0,tod,63.2,agon,15.8,dentes,todos,,"Sonhei que todos os meus dentes tinham caído, que horror.",
51,desesper,100.0,grav,100.0,pens,9.5,desesperada,gravida,,Sonhei que estava grávida. Acordei desesperada .,
388,twitt,100.0,fal,9.1,mae,9.1,twitter,,,Sonhei que uma pessoa aqui do Twitter tinha sido exposta.,
460,nasc,100.0,filh,25.8,grav,14.5,nascia,,,Sonhei que Maysa nascia sem cabelo . Que ódio.,
0,grav,100.0,menin,8.0,sonh,6.8,gravida,,,Sonhei que a Margot estava grávida.,
425,celul,100.0,quebr,100.0,seman,21.4,celular,quebrado,,"Sonhei que meu celular tinha quebrado, acordei chorando.",
399,morr,100.0,car,4.9,lembr,4.9,morria,,,"Eu sonhei que morria em uma viagem, por favor.",
600,loucur,100.0,compr,8.6,namor,8.6,loucura,,namorando,Sonhei que estava namorando com ele. Que loucura.,
32,mae,100.0,menin,9.5,ia,7.4,mae,,,Sonhei que Andressa Urach era minha mãe.,
348,hack,100.0,instagr,25.9,celul,18.5,hackeavam,,celular,Sonhei que hackeavam meu celular.,
241,pra,100.0,caramb,23.2,ia,7.3,praia,,,Na soneca pós-almoço até sonhei que estava na praia.,
579,kindl,100.0,cas,25.0,encontr,25.0,kindle,,,Lembrei agora que sonhei que ganhava um Kindle.,
624,traumatiz,91.7,comec,25.0,namor,16.7,traumatizada,,,"Sonhei que a Belle estava possuída, estou traumatizada.",
111,gat,100.0,cas,16.0,fug,8.0,gatos,,,Sonhei que eu ganhava mais quatro gatos.,
23,acab,100.0,mund,81.2,luz,12.5,acabado,,,"Mano, lembrei agora que sonhei que aqui tinha acabado.",
397,p,100.0,namor,71.4,acord,14.3,p,namorava,,Sonhei que eu namorava o P.A do nada.,
262,sent,100.0,gent,28.6,acho,14.3,sentando,,,Esses dias sonhei que estava sentando em você.,
298,aparelh,100.0,tir,75.0,desesper,16.7,aparelho,,,Sonhei que eu estava de aparelho?,
483,tent,100.0,mat,97.5,algu,7.5,tentavam,matar,,Sonhei que tentavam me matar.,
460,nasc,100.0,filh,25.8,grav,14.5,nascido,,,"Sonhei que eu tinha um bebezinho recém-nascido, era um menino.",
147,beij,100.0,menin,7.6,algu,6.4,beijava,,,Essa noite sonhei que eu beijava a Tracie.,
471,acontec,100.0,quer,16.7,acord,8.3,acontecendo,,,"Sonhei que [oculto] meu amigo, o que está acontecendo?",
146,dirig,100.0,carr,21.7,onibus,7.2,dirigindo,,,Hoje sonhei que estava dirigindo um Impala.,
238,assust,100.0,grav,87.5,barrig,25.0,assustado,,,Sonhei que estava na escola e acordei tão assustado.,
590,nen,100.0,menin,33.3,ganh,20.0,nenem,menino,,Sonhei que meu neném era menino.,
649,beb,100.0,grav,13.3,menin,11.5,bebe,,,Sonhei que estava com um bebê no colo.,
46,com,100.0,vontad,10.8,faz,9.6,comia,,,"Sonhei que comia uvas, agora quero uvas.",
278,comec,100.0,chor,71.4,gent,11.9,comecava,,,"Meu Deus, sonhei que começava One Piece. Aqui não, Satanás!",
637,trist,100.0,fiqu,12.4,cas,7.2,triste,,,Estou triste porque sonhei que ele estava com outra.,
134,ido,100.0,show,13.0,amig,5.6,ido,,,Sonhei que tinha ido na Erika Bronze. Foi ótimo.,
197,brig,100.0,amig,10.7,gent,9.9,brigava,,,Essa noite sonhei que brigava com uma pessoa.,
203,conhec,100.0,pesso,9.4,fal,8.1,conhecia,,,Eu sonhei que conhecia um menino igual ao Gojo .,
52,jog,100.0,bich,9.5,ganh,9.5,jogo,,,[Risos] Sonhei que o jogo era agora à tarde.,
499,show,100.0,faz,11.2,chor,6.1,show,,,"Sonhei que fui no show do Playboi Carti, foda.",
366,volt,100.0,cas,6.0,fic,6.0,voltado,,,Recentemente sonhei que o Insta da Cuca tinha voltado.,
570,cham,62.5,lembr,53.6,algu,10.7,chamavam,,,Sonhei que me chamavam para um jantar da igreja.,
324,irma,100.0,cas,10.5,fal,10.5,irmao,,,Sonhei que o Jeongin era meu irmão.,
68,assalt,100.0,send,18.2,lev,9.1,assaltada,,,Sonhei que tinha sido assaltada. Será um sinal?,
253,fic,100.0,car,10.0,quer,10.0,ficava,,,Sonhei que ficava com o pa .,
190,com,100.0,vontad,14.4,quer,5.6,comido,,,Sonhei que tinha comido um hambúrguer.,
399,morr,100.0,car,4.9,lembr,4.9,morria,,,"Sonhei que o Luiz morria. Nossa Senhora, dei tanto.",
647,segu,100.0,twitt,18.8,menin,12.5,seguiu,twitter,,Sonhei que a Mirella me seguiu aqui no Twitter.,
135,cabel,100.0,cort,100.0,horrivel,7.1,cabelo,cortei,,Sonhei que cortei o cabelo.,
399,morr,100.0,car,4.9,lembr,4.9,morrido,,,Sonhei que o Mion tinha morrido.,
504,pres,100.0,ia,8.5,mae,8.5,presa,ia,,Eu sonhei que eu ia presa.,
90,saudad,100.0,nov,9.9,volt,9.0,saudades,,,"Sonhei que tinha encontrado o Arthur. Saudades, amigo.",
251,tatuag,100.0,faz,96.9,quer,18.8,tatuagem,fazendo,,Sonhei que estava fazendo uma tatuagem na barriga.,
585,cred,100.0,grav,19.6,morr,11.8,credo,gravida,,"Sonhei que estava grávida. Credo, longe de mim.",
373,fum,100.0,cigarr,10.9,bas,7.3,fumava,,baseadao,Sonhei que eu fumava um baseadão . Que saudades.,
52,jog,100.0,bich,9.5,ganh,9.5,jogava,,ganhava,Sonhei que jogava uma partida de COD e ganhava.,
344,lev,100.0,tir,100.0,assalt,10.7,levava,tiros,,Hoje sonhei que levava dois tiros e não morria.,
345,box,100.0,ganh,60.0,livr,30.0,boxes,ganhei,,Sonhei que ganhei dois boxes de Crepúsculo.,
63,bolsonar,100.0,morr,44.4,amig,11.1,bolsonaro,morria,,Eu sonhei que Bolsonaro morria e acordei rindo.,
539,engravid,100.0,grav,23.1,menin,23.1,engravidava,,,Sonhei que engravidava sem ter relações sexuais.,
127,namor,100.0,menin,4.8,car,3.5,namorava,,,Eu sonhei que namorava o Bad Bunny .,
398,lou,69.0,show,69.0,harry,57.1,louis,,harry,Sonhei que conheci o Harry e o Louis.,
233,namor,100.0,gent,3.7,acredit,1.9,namorando,,,Sonhei que estava namorando com [oculto].,
376,gem,100.0,grav,25.6,menin,15.4,gemeos,gravida,,Sonhei que a Jhully estava grávida de gêmeos. Acordei desesperado.,
359,mess,100.0,conhec,33.3,flameng,22.2,messi,,,"Caramba, sonhei que o Messi ia para o Fluminense.",
644,empreg,100.0,consegu,36.4,nov,18.2,emprego,conseguia,,"Sonhei que conseguia um emprego, abençoa Deus!",
576,gem,100.0,grav,100.0,livr,17.6,gemeos,gravida,,Sonhei que estava grávida de gêmeos.,
621,libert,100.0,flameng,30.8,ganh,23.1,libertadores,,,Sonhei que o Grêmio estava disputando a Libertadores.,
649,beb,100.0,grav,13.3,menin,11.5,bebe,,,Sonhei que estava comprando roupinhas de bebê.,
444,vir,100.0,amig,10.4,gent,7.5,virado,amiga,,Eu sonhei que tinha virado amiga do vocalista do Lagum.,
470,gatinh,100.0,adot,93.1,quer,10.3,gatinhos,adotando,,Sonhei que estava adotando quatro gatinhos.,
80,dent,100.0,tod,63.2,agon,15.8,dentes,,,Sonhei que a Sarah tinha dois dentes.,
324,irma,100.0,cas,10.5,fal,10.5,irmao,,,Sonhei que meu irmão mais novo era um vira-lata caramelo.,
135,cabel,100.0,cort,100.0,horrivel,7.1,cabelo,cortando,,Sonhei que estava cortando o cabelo.,
400,fest,100.0,faz,13.6,aniversari,12.3,festa,,,Sonhei que era festa de Cosme e Damião.,
401,ruiv,100.0,cabel,50.0,pint,30.0,ruiva,,,Sonhei que estava ruiva.,
283,bol,100.0,jog,55.2,faz,13.8,bola,jogando,,"Simplesmente sonhei que estava jogando bola, é foda.",
0,grav,100.0,menin,8.0,sonh,6.8,gravida,,,Lembrei agora pouco que sonhei que estava grávida.,
297,carr,100.0,acident,10.3,compr,10.3,carro,,,"Vei, sonhei que ia de carro para Gramado.",
559,lut,100.0,gent,15.0,ajud,10.0,lutava,,,Sonhei que lutava com o Bolsonaro.,
560,toc,100.0,despert,18.1,comec,7.2,tocava,,,E eu que sonhei que tocava fogo no trabalho? ,
132,celul,100.0,nov,71.4,ganh,57.1,celular,novo,,Sonhei que comprava um celular novo.,
25,coloc,100.0,piercing,100.0,nariz,16.7,colocava,piercing,nariz,"Sonhei que colocava piercing no nariz. Até quando, Deus?",
402,pesso,100.0,namor,65.7,feliz,11.4,pessoa,namorava,,Sonhei que namorava uma pessoa com BPD.,
225,beij,100.0,quer,71.0,menin,12.9,beijei,querendo,,"Estava tanto tempo querendo, que sonhei que te beijei.",
200,prov,100.0,faz,66.7,escol,11.9,prova,fazer,,Sonhei que ia ter que fazer a prova do IF.,
403,felip,100.0,net,100.0,beij,22.2,felipe,neto,beijava,Eu sonhei que eu beijava o Felipe Neto? ,
599,brinc,100.0,cas,10.0,fac,10.0,brincando,,,Sonhei que estava brincando com filhotinhos de cobra. Avisado estou.,
217,trabalh,100.0,faz,10.4,fic,8.2,trabalhando,,,"Sonhei que estava trabalhando em uma creche, queria.",
404,barrig,100.0,grav,37.5,fac,25.0,barriga,,,Por isso sonhei que estava com um na barriga.,
364,mae,100.0,grav,71.4,menin,71.4,mae,gravida,,Sonhei que minha mãe estava grávida.,
90,saudad,100.0,nov,9.9,volt,9.0,saudade,,,Sonhei que ela vinha aqui para casa. Que saudade.,
56,vap,100.0,fum,66.7,acredit,16.7,vape,fumando,acredito,Não acredito que sonhei que estava fumando vape. Que nojo.,
127,namor,100.0,menin,4.8,car,3.5,namorava,,,Hoje sonhei que namorava o Mano Brown.,
499,show,100.0,faz,11.2,chor,6.1,show,fazia,,Sonhei que eu era famoso e fazia um show incrível.,
655,cort,100.0,quer,13.0,acho,8.7,cortei,,,Sonhei que cortei a franjinha e fiquei muito fofa.,
459,mensag,99.0,mand,97.1,fal,12.7,mensagem,mandou,,E eu que sonhei que o T3ddy me mandou mensagem.,
175,corinthians,100.0,ganh,93.3,paul,80.0,corinthians,ganhava,,Sonhei que o Corinthians ganhava hoje de dois a um.,
405,alianc,100.0,ganh,33.3,compr,13.3,alianca,,,Sonhei que estava com uma aliança.,
283,bol,100.0,jog,55.2,faz,13.8,bola,jogando,,Sonhei que estava jogando bola. Acordei muito triste.,
112,fum,100.0,maconh,100.0,pai,17.6,fumando,maconha,,Eu sonhei que eu era um gato fumando maconha.,
560,toc,100.0,despert,18.1,comec,7.2,tocava,,,E eu que sonhei que tocava atabaque . Sem nexo.,
136,grav,100.0,aparec,1.1,gent,1.1,gravida,,,"Sonhei que eu estava grávida, mano.",
406,comig,100.0,fal,95.2,fic,14.3,comigo,falando,,Sonhei que um tamanduá estava falando comigo.,
388,twitt,100.0,fal,9.1,mae,9.1,twitter,,,Sonhei que fiz sucesso aqui no Twitter.,
173,jog,100.0,faz,8.7,bich,7.1,jogando,,,Sonhei que estava jogando Days Gone 2.,
407,present,100.0,ganh,83.3,quer,25.0,presente,ganhado,queria,"Sonhei que tinha ganhado ""Verity"" de presente. Queria.",
551,horrivel,100.0,pesadel,22.3,morr,10.6,horrivel,,,"Sonhei que o Rockets selecionava o Chet hoje, foi horrível.",
233,namor,100.0,gent,3.7,acredit,1.9,namorando,,,Sonhei que estava namorando.,
501,bas,100.0,fum,100.0,mosc,20.0,baseado,fumava,,Simplesmente sonhei que fumava um baseado com o Sid.,
307,andand,100.0,rua,10.2,sai,10.2,andando,,,Sonhei que estava andando no meu carrinho.,
222,mil,100.0,ganh,69.6,rea,17.4,mil,ganhei,,Sonhei que ganhei 7 mil na bet . Acordei triste.,
483,tent,100.0,mat,97.5,algu,7.5,tentando,matar,,Sonhei que o avô do Felipe estava tentando me matar.,
165,receb,100.0,dia,9.1,trabalh,7.8,recebido,,,Sonhei que tinha recebido a verificação do Twitter.,
483,tent,100.0,mat,97.5,algu,7.5,tentava,,,"Sonhei que uma cobra tentava me morder, qual o significado?",
205,cas,100.0,car,5.6,cheg,5.1,casa,,,Sonhei que estava varrendo a casa.,
324,irma,100.0,cas,10.5,fal,10.5,irmao,,,"Meu irmão, sonhei que o Liverpool ganhava a Champions.",
127,namor,100.0,menin,4.8,car,3.5,namorado,,,Sonhei que tinha um namorado. Foi muito estranho.,
