pred,label1,label1_occurrence,label2,label2_occurrence,label3,label3_occurrence,label1_full,label2_full,label3_full,index,Unnamed: 11
136,grav,100.0,aparec,1.1,gent,1.1,gravido,,,Eu simplesmente sonhei que estava grávido.,
178,pesadel,100.0,faz,6.9,volt,6.9,pesadelo,,,"Sonhei que estava em Westeros. Pesadelo, né?",
504,pres,100.0,ia,8.5,mae,8.5,presa,ia,mae,Sonhei que minha mãe ia ser presa por oito meses.,
200,prov,100.0,faz,66.7,escol,11.9,prova,fazer,escola,"Sonhei que eu ia fazer prova de escola, bicho, pesadelo.",
146,dirig,100.0,carr,21.7,onibus,7.2,dirigia,,,Ontem sonhei que dirigia uma motona.,
432,feit,100.0,fic,10.3,faz,7.7,feito,,,Sonhei que tinha feito minha cirurgia.,
622,par,100.0,put,23.2,grav,8.5,parar,,,"Eu PRECISO PARAR DE PENSAR NISSO, até sonhei, que droga.",
416,tax,100.0,shein,33.3,bal,16.7,taxada,shein,,Sonhei que estava sendo taxada pela Shein. Acordei aos pulos.,
86,misericord,100.0,grav,22.2,ia,8.3,misericordia,gravida,,"Sonhei que estava grávida. Acordei até passando mal, misericórdia .",
178,pesadel,100.0,faz,6.9,volt,6.9,pesadelo,,,"Sonhei que raspava o bigodinho, mó pesadelo.",
324,irma,100.0,cas,10.5,fal,10.5,irmao,,,Sonhei que  reboquei meu irmão na porrada .,
32,mae,100.0,menin,9.5,ia,7.4,mae,,,"Caramba, sonhei que eu era mãe, o que isso significa?",
147,beij,100.0,menin,7.6,algu,6.4,beijava,,,Eu sonhei que beijava a MC Mirella .,
205,cas,100.0,car,5.6,cheg,5.1,casa,,,Sonhei que estava em uma casa de swing.,
178,pesadel,100.0,faz,6.9,volt,6.9,pesadelo,,,Sonhei que estava na escola. Que pesadelo.,
178,pesadel,100.0,faz,6.9,volt,6.9,pesadelo,,,"Odeio que nada está sendo como eu sonhei, que pesadelo.",
637,trist,100.0,fiqu,12.4,cas,7.2,triste,,,"Sonhei que trombava com ele, agora acordei triste.",
85,silicon,100.0,coloc,39.1,peit,21.7,silicone,,,Sonhei que estava com silicone.,
134,ido,100.0,show,13.0,amig,5.6,ido,,,Sonhei que eu tinha ido para Goiânia.,
427,adot,100.0,beb,13.7,cachorr,7.8,adotar,,,Sonhei que ia adotar uma capivara.,
585,cred,100.0,grav,19.6,morr,11.8,credo,,morrido,"Credo, sonhei que meu irmão tinha morrido e acordei lacrimejando.",
519,vizinh,93.3,fal,20.0,gost,20.0,vizinhos,,,Sonhei que briguei muito com meus vizinhos.,
181,agu,100.0,beb,22.9,sed,10.4,agua,,,Sonhei que eu era uma dobradora de água.,
22,grav,100.0,pesadel,100.0,horrivel,18.2,gravida,pesadelo,,"Eu sonhei que eu estava grávida, que pesadelo foi esse?",
265,mosc,100.0,hor,9.1,vej,9.1,moscou,,,Eu sonhei que estava em Moscou.,
487,coloc,100.0,cas,5.6,celul,5.6,colocava,,,Sonhei que o set colocava Slipknot no almoço da família.,
197,brig,100.0,amig,10.7,gent,9.9,brigava,,,Sonhei que brigava na rua .,
407,present,100.0,ganh,83.3,quer,25.0,presente,ganhava,,Sonhei que ganhava um girassol de presente de aniversário.,
95,carec,100.0,fic,28.6,chor,9.5,careca,,,Sonhei que eu estava careca.,
165,receb,100.0,dia,9.1,trabalh,7.8,recebia,,,"Gente, eu sonhei que recebia um anel?",
471,acontec,100.0,quer,16.7,acord,8.3,aconteceria,,,"Eu sonhei que aconteceria, só não sabia como.",
173,jog,100.0,faz,8.7,bich,7.1,jogando,,,Sonhei que estava jogando Uno no TICEN.,
184,corp,100.0,escond,19.2,mat,19.2,corpos,,,"Sonhei a noite toda com corpos e morte, meu Deus.",
339,gir,100.0,anitt,10.0,cg,10.0,gira,,,Sonhei que estava em uma gira e recebia seu Zé.,
35,burg,100.0,king,100.0,com,66.7,burger,king,comendo,Sonhei que estava comendo Burger King e acordei com vontade.,
117,filh,100.0,quer,6.1,car,3.0,filha,,,Morta que eu sonhei que tinha uma filha .,
182,chov,100.0,comec,33.3,amig,16.7,choveu,,,"Não choveu, eu apenas sonhei que choveu.",
233,namor,100.0,gent,3.7,acredit,1.9,namorava,,,Sonhei que namorava.,
190,com,100.0,vontad,14.4,quer,5.6,comia,,,Sonhei que comia e acordei assustado . Doente.,
601,film,100.0,ia,31.0,assist,28.6,filme,,,Sonhei que Beyoncé e Zendaya estavam em um filme juntas.,
345,box,100.0,ganh,60.0,livr,30.0,boxe,,,Sonhei que virei lutador de boxe.,
592,rol,100.0,amig,7.5,cas,7.5,role,,,Sonhei que dava um rolê pela cidade com Silvio Santos.,
622,par,100.0,put,23.2,grav,8.5,paris,,,Sonhei que eu morava em Paris com a Karol.,
203,conhec,100.0,pesso,9.4,fal,8.1,conhecia,,,Sonhei que conhecia o Justin e a Hailey. Foi lindo.,
448,cas,100.0,compr,4.2,fic,4.2,casando,,,Sonhei que estava casando com ela.,
373,fum,100.0,cigarr,10.9,bas,7.3,fumando,,,Sonhei que estava fumando com o Jimin?,
274,sonh,100.0,achand,25.0,acord,25.0,sonhando,,,Sonhei que estava sonhando.,
527,surt,78.7,car,27.7,cabel,8.5,surtado,,,Sonhei que eu tinha surtado .,
248,,100.0,aaron,0.0,abacat,0.0,,,,Sonhei que já era Natal.,
528,jj,100.0,volt,100.0,flameng,60.0,jj,voltava,flamengo,Sonhei que o JJ voltava para o Flamengo.,
385,tatu,100.0,tatuag,13.0,brac,10.9,tatuei,,,"Sonhei que tatuei ""sexo"" bem pequenininho em cima dos peitos.",
95,carec,100.0,fic,28.6,chor,9.5,careca,ficava,,"Hoje sonhei que ficava careca, talvez seja um sinal.",
88,grav,100.0,livr,100.0,menin,12.5,gravida,livre,,"Essa noite sonhei que estava grávida, Deus me livre .",
553,nov,100.0,grav,12.5,quer,5.8,novo,,,Sonhei que era corna de novo.,
56,vap,100.0,fum,66.7,acredit,16.7,vape,fumava,,E eu que sonhei que fumava um vape na igreja.,
183,mot,100.0,compr,63.6,ganh,18.2,moto,comprava,,Sonhei que comprava uma moto.,
301,andar,87.5,biciclet,87.5,aprend,25.0,andar,,,Essa noite sonhei que sabia andar de skate.,
277,chat,100.0,fic,25.0,anitt,12.5,chateado,,,Sonhei que era corno e acordei chateado.,
122,rea,100.0,compr,16.9,mil,14.5,reais,,,"Mano, eu sonhei que o óleo estava vinte reais? ",
572,fiz,100.0,fest,9.2,amizad,8.3,fiz,,,Eu sonhei que fiz tatuagens sem avisar meus pais. Vish!,
184,corp,100.0,escond,19.2,mat,19.2,corpos,,,Hoje sonhei que eu desovava dois corpos.,
136,grav,100.0,aparec,1.1,gent,1.1,gravida,,,Hoje sonhei que estava grávida!,
659,grav,100.0,trigem,100.0,janel,20.0,gravida,trigemeos,,"Vei, eu sonhei que a Sabina estava grávida de trigêmeos.",
95,carec,100.0,fic,28.6,chor,9.5,careca,,,Sonhei que eu estava careca. Desesperador.,
537,swift,100.0,taylor,100.0,namor,20.0,swift,taylor,,"Sonhei que conheci a Taylor Swift, quero chorar.",
622,par,100.0,put,23.2,grav,8.5,parido,,,Sonhei que a Lily tinha parido doze filhotinhos.,
644,empreg,100.0,consegu,36.4,nov,18.2,empregos,,,Sonhei que tinha dois empregos.,
271,diab,100.0,cas,9.1,dav,9.1,diabos,,,Sonhei que estava tomando corote. O que diabos .,
151,pai,100.0,vir,100.0,algu,12.5,pai,virado,,Sonhei que tinha virado pai.,
72,peg,100.0,cas,13.8,fic,8.3,pegava,,,Sonhei que o Jack Harlow pegava na minha bunda.,
364,mae,100.0,grav,71.4,menin,71.4,mae,,menina,Simplesmente sonhei que era mãe de uma menina.,
161,encontr,100.0,gent,9.8,ia,9.3,encontrado,,,Sonhei que tinha encontrado a Lillith no contêiner.,
185,shelby,100.0,thom,100.0,doid,25.0,shelby,thomas,,Sonhei que era o Thomas Shelby.,
165,receb,100.0,dia,9.1,trabalh,7.8,recebia,,,Sonhei que recebia uma declaração de amor.,
427,adot,100.0,beb,13.7,cachorr,7.8,adotado,,,Sonhei que tinha adotado uma pomba.,
344,lev,100.0,tir,100.0,assalt,10.7,levei,tiro,,"Sonhei que levei um tiro, tá maluco.",
474,enem,100.0,faz,78.9,chor,15.8,enem,,,"Sonhei que não sabia nada do Enem, será uma revelação?",
186,madrug,100.0,bizarr,7.7,dav,7.7,madrugada,,,E eu que essa madrugada sonhei que estava no paraíso.,
203,conhec,100.0,pesso,9.4,fal,8.1,conhecia,,,Sonhei que conhecia o Fred e acordei chorando.,
192,roub,100.0,celul,13.0,carr,7.2,roubei,,,Sonhei que eu roubei cigarro do meu pai .,
127,namor,100.0,menin,4.8,car,3.5,namorando,,,Que horror! Sonhei que estava namorando um garoto. Vou chorar.,
606,cabel,100.0,curtinh,100.0,cort,95.2,cabelo,curtinho,cortado,Sonhei que tinha cortado meu cabelo curtinho de novo.,
187,piolh,100.0,acord,16.7,ivan,16.7,piolhos,,,Hoje sonhei que eu tinha piolhos.,
661,chor,100.0,morr,55.2,dorm,9.0,chorando,,,"Sonhei que o seu João não tinha falecido, acordei chorando.",
409,menstru,100.0,grav,25.0,amem,12.5,menstruada,gravida,,"Bom dia moots, sonhei que estava grávida e acordei menstruada.",
540,cop,100.0,aceit,14.3,ando,14.3,copa,,,Eu sonhei que a Argentina ganhou a Copa.,
209,jk,100.0,flert,33.3,namor,33.3,jk,flertando,,Sonhei que o JK estava flertando comigo .,
222,mil,100.0,ganh,69.6,rea,17.4,mil,,,Sonhei que era dois para três mil.,
399,morr,100.0,car,4.9,lembr,4.9,morreu,,lembrei,"Agora que lembrei, sonhei que a menina morreu.",
291,constru,100.0,cas,75.0,aceit,25.0,construia,,,Sonhei que construía uma bicicleta elétrica.,
189,vist,100.0,fic,15.0,namor,15.0,visto,,,"Mais uma noite sonhei que tinha visto TC4, mano.",
373,fum,100.0,cigarr,10.9,bas,7.3,fumando,,,Sonhei que minha mãe me pegou fumando.,
190,com,100.0,vontad,14.4,quer,5.6,comia,,,Sonhei que comia um McFish.,
585,cred,100.0,grav,19.6,morr,11.8,credo,,,"Sonhei que estava namorando, credo.",
297,carr,100.0,acident,10.3,compr,10.3,carro,,comprado,Sonhei que tinha comprado meu carro.,
29,lend,100.0,livr,100.0,ler,25.0,lendo,livro,,"Sonhei que estava lendo um livro, que aleatório.",
558,mud,100.0,cabel,8.6,ia,8.6,mudar,,ia,Eu sonhei que ia me mudar para Curitiba .,
346,carta,100.0,clon,28.0,compr,24.0,cartao,clonado,,Sonhei que alguém tinha clonado meu cartão e acordei desesperado.,
122,rea,100.0,compr,16.9,mil,14.5,reais,comprava,mil,Sonhei que comprava um urso polar por três mil reais.,
197,brig,100.0,amig,10.7,gent,9.9,brigava,,,"Sonhei que brigava com a minha mãe, caramba.",
320,neym,100.0,namor,11.8,bairr,5.9,neymar,,,Sonhei que eu era amigo do Neymar Jr.,
428,lav,100.0,roup,80.0,cas,40.0,lavava,roupa,,"Sonhei que eu lavava roupa, deve ser um sinal...",
191,mot,100.0,pilot,100.0,aprend,16.7,moto,pilotando,,Essa noite sonhei que estava pilotando uma moto .,
63,bolsonar,100.0,morr,44.4,amig,11.1,bolsonaro,,,Sonhei que [oculto] o Bolsonaro . Acordei feliz.,
197,brig,100.0,amig,10.7,gent,9.9,brigava,,,Sonhei que brigava com meu chefe e pedia demissão.,
615,odi,100.0,cas,14.7,menin,11.8,odio,,,"Eu sonhei, gente, eu sonhei. Que ódio.",
59,orelh,100.0,fur,90.9,faz,27.3,orelha,furo,fazendo,Sonhei que estava fazendo mais um furo na orelha.,
400,fest,100.0,faz,13.6,aniversari,12.3,festa,,,Sonhei que estava em uma festa com o presidente Lula.,
445,nick,100.0,nelson,87.5,namor,50.0,nick,nelson,,Sonhei que tinha um cachorro chamado Nick Nelson.,
551,horrivel,100.0,pesadel,22.3,morr,10.6,horrivel,,,"Sonhei que estava grávida, que sensação horrível.",
192,roub,100.0,celul,13.0,carr,7.2,roubava,,,Sonhei que eu roubava uma pitanga.,
586,peg,100.0,amig,6.5,fog,6.5,pegava,,,Sonhei que ele pegava meu celular.,
444,vir,100.0,amig,10.4,gent,7.5,viravam,,,Sonhei que vocês viravam pessoas.,
649,beb,100.0,grav,13.3,menin,11.5,bebe,,,Eu sonhei que tinha tido um bebê?,
268,granda,100.0,cabel,38.5,cabela,15.4,grandao,cabelao,cabelao,"Sonhei que meu cabelão estava grandão, deu até saudade.",
511,trans,100.0,gent,10.3,car,7.7,transava,,,"Sonhei que eu transava muito com o xamã, que delícia.",
147,beij,100.0,menin,7.6,algu,6.4,beijando,,alguem,"Sonhei que estava beijando alguém, mas não lembro quem.",
228,lul,100.0,conhec,83.3,abrac,16.7,lula,,,Eu sonhei que o Lula estava aqui em casa .,
150,repreend,100.0,grav,84.6,jesus,23.1,repreendido,gravida,,"Sonhei que estava grávida, está repreendido . Acordei no susto.",
660,prim,100.0,cas,20.0,famil,11.8,prima,,,Sonhei que a Anitta era minha prima.,
411,fer,100.0,dia,25.0,errad,16.7,ferias,,,Sonhei que estava de férias com um rolo mal resolvido.,
194,ex,100.0,volt,100.0,amig,5.9,ex,voltava,,Estou tão doente que sonhei que minha ex voltava.,
143,beb,100.0,menin,100.0,carolin,12.5,bebe,menino,,Sonhei que eu tinha um bebê e era menino.,
482,cachorrinh,100.0,ganh,22.2,adot,11.1,cachorrinhas,ganhado,,"Sonhei que tinha ganhado duas cachorrinhas, acordei triste.",
91,eleico,100.0,lul,100.0,ganh,70.0,eleicoes,lula,,"Sonhei que o Lula não participaria das eleições, aff...",
460,nasc,100.0,filh,25.8,grav,14.5,nascido,,,Sonhei que meu neném tinha nascido. Será que estou ansiosa?,
2,post,100.0,fot,83.0,instagr,20.8,postado,foto,instagram,Sonhei que tinha postado uma foto no Instagram.,
54,calv,100.0,fic,40.0,pesadel,14.3,calvo,ficando,,"Sonhei que estava ficando calvo, cara. Acordei em choque hoje.",
196,dorm,100.0,acord,7.2,cas,7.2,dormido,,,Sonhei que tinha dormido de binder.,
434,viaj,100.0,ia,13.2,amig,9.2,viajei,,,Sonhei que viajei com meu gato.,
190,com,100.0,vontad,14.4,quer,5.6,comi,,,"Eu sonhei que comi muita coisa, fiquei desesperada.",
275,paul,100.0,fic,10.0,andre,8.8,paul,,,Sonhei que namorava o Paul Mescal.,
532,eleit,100.0,lul,100.0,dia,33.3,eleito,lula,dia,Sonhei que Lula era eleito em primeiro turno. Bom dia.,
448,cas,100.0,compr,4.2,fic,4.2,casa,,,Sonhei que estava em casa.,
194,ex,100.0,volt,100.0,amig,5.9,ex,voltava,,Eu sonhei que voltava com o ex...,
460,nasc,100.0,filh,25.8,grav,14.5,nascendo,,,"Sonhei que meu afilhado estava nascendo... Amo muito ele, cara.",
436,cas,100.0,ia,100.0,aaron,0.0,casar,ia,,Acordei nostálgica hoje. Sonhei que ia casar!,
192,roub,100.0,celul,13.0,carr,7.2,roubavam,celular,,"Sonhei que roubavam meu celular, mal terminei de pagar.",
328,caid,66.7,celul,48.7,dent,12.8,caido,celular,,Sonhei que meu celular tinha caído do terraço.,
326,delic,100.0,lembr,13.3,volt,13.3,delicia,,,"Sonhei que o Thiago Pantaleão estava me massacrando, que delícia.",
197,brig,100.0,amig,10.7,gent,9.9,brigava,,,Sonhei que eu brigava com uma R1 de otorrinolaringologia.,
379,sequestr,100.0,tent,19.0,car,14.3,sequestrada,,cara,"Sonhei que eu era sequestrada, que desespero, cara.",
12,aniversari,100.0,esquec,100.0,mund,90.9,aniversario,esquecia,mundo,Sonhei que era meu aniversário e todo mundo esquecia.,
122,rea,100.0,compr,16.9,mil,14.5,reais,,,Bom dia. Sonhei que ganhei treze milhões de reais .,
198,vasc,100.0,ganh,66.7,bah,22.2,vasco,ganhava,,Sonhei que o Vasco ganhava ontem...,
204,menin,100.0,namor,13.6,fal,9.1,menina,,,Sonhei que é menina.,
233,namor,100.0,gent,3.7,acredit,1.9,namorado,,,"Eu sonhei que tinha um namorado, sinceramente, por quê .",
199,draga,100.0,bonit,25.0,consegu,25.0,dragao,,,Sonhei que era um dragão.,
122,rea,100.0,compr,16.9,mil,14.5,reais,,,Sonhei que Devil May Cry estava dois reais :(((,
200,prov,100.0,faz,66.7,escol,11.9,prova,fazendo,,Sonhei que estava fazendo a prova da ESA.,
241,pra,100.0,caramb,23.2,ia,7.3,praia,,,Essa noite sonhei que estava na praia pegando um sol.,
150,repreend,100.0,grav,84.6,jesus,23.1,repreendido,gravida,,"Sonhei que estava grávida. Está repreendido, amém.",
251,tatuag,100.0,faz,96.9,quer,18.8,tatuagem,fazia,,Sonhei que eu fazia outra tatuagem.,
449,hogwarts,100.0,estud,25.0,casament,12.5,hogwarts,,,Sonhei que a faculdade tinha virado Hogwarts.,
55,afog,100.0,morr,85.7,arthur,14.3,afogando,,,Sonhei que estava me afogando . Que desesperador.,
147,beij,100.0,menin,7.6,algu,6.4,beijando,,,Sonhei que estava beijando a Emma Watson.,
600,loucur,100.0,compr,8.6,namor,8.6,loucura,,,"Sonhei que fazia gastronomia, que loucura.",
460,nasc,100.0,filh,25.8,grav,14.5,nascendo,,,Sonhei que o dente da Júlia estava nascendo .,
201,harry,100.0,styles,100.0,conhec,14.3,harry,styles,,Eu sonhei que estava no show do Harry Styles?,
203,conhec,100.0,pesso,9.4,fal,8.1,conhecia,,,Gente... Sonhei que conhecia o Andreas Pereira e foi incrível.,
251,tatuag,100.0,faz,96.9,quer,18.8,tatuagem,fazendo,,Eu sonhei que estava fazendo uma tatuagem.,
551,horrivel,100.0,pesadel,22.3,morr,10.6,horrivel,,,"Sonhei que tinha voltado a usar aparelho, foi horrível .",
48,matu,100.0,fic,37.5,show,25.0,matue,ficando,,Sonhei que estava ficando sério com o Matuê.,
477,abrac,100.0,luan,100.0,achand,12.5,abracava,luan,,"Sonhei que abraçava o Luan, estou muito iludida.",
81,declar,100.0,pesso,23.5,quer,17.6,declarado,,,E eu que sonhei que tinha me declarado.,
136,grav,100.0,aparec,1.1,gent,1.1,gravida,,,Sonhei que estava grávida.,
319,tirotei,100.0,mei,28.6,comec,21.4,tiroteio,,comecou,Sonhei que estava casando e começou um tiroteio no bairro.,
47,assum,100.0,namor,18.8,mae,15.6,assumia,,,Sonhei que minha irmã se assumia bissexual.,
638,lind,100.0,namor,82.8,menin,27.6,lindo,namorava,,Sonhei que namorava o Félix. Foi lindo.,
75,guerr,100.0,brasil,25.0,acab,12.5,guerra,,,Eu sonhei que estava na guerra. Será uma premonição?,
51,desesper,100.0,grav,100.0,pens,9.5,desespero,gravida,,"Sonhei que estava grávida, acordei em desespero.",
434,viaj,100.0,ia,13.2,amig,9.2,viajando,,,"Sonhei que estava viajando no Caribe, saudades.",
373,fum,100.0,cigarr,10.9,bas,7.3,fumando,,,Sonhei que estava fumando com o Gustavo.,
487,coloc,100.0,cas,5.6,celul,5.6,colocado,,,Sonhei que tinha colocado fogo em Curitiba.,
202,cas,100.0,desesper,100.0,acord,20.0,casando,desesperado,,Sonhei que estava me casando e acordei desesperado(a).,
434,viaj,100.0,ia,13.2,amig,9.2,viajava,,,Sonhei que eu viajava para o Rio hoje.,
233,namor,100.0,gent,3.7,acredit,1.9,namorando,,,Sonhei que ela estava namorando.,
133,piercing,100.0,coloc,25.0,perd,16.7,piercing,colocava,,Sonhei que colocava um piercing no lábio e ficava gatinha.,
178,pesadel,100.0,faz,6.9,volt,6.9,pesadelo,,,"Sonhei que namorava um fã do Neymar, olha que pesadelo.",
204,menin,100.0,namor,13.6,fal,9.1,menina,,,Sonhei que tive uma menina.,
499,show,100.0,faz,11.2,chor,6.1,show,,,Sonhei que não consegui nenhum Uber para ir ao show.,
163,cigarr,100.0,fum,92.3,compr,15.4,cigarros,fumava,,Sonhei que fumava um monte de cigarros.,
527,surt,78.7,car,27.7,cabel,8.5,surtada,,,Sonhei que conhecia o Tom e acordei surtada.,
350,saind,100.0,cas,9.7,indo,9.7,saindo,,,Sonhei que o grau estava saindo.,
206,amig,100.0,grav,100.0,faz,16.7,amiga,gravida,,Sonhei que minha amiga estava grávida.,
74,apocalips,100.0,zumb,100.0,mei,27.8,apocalipse,zumbi,,Bom dia. Sonhei que estava em um apocalipse zumbi.,
537,swift,100.0,taylor,100.0,namor,20.0,swift,taylor,,"Sonhei que estava dando rolê com a Taylor Swift, galera.",
573,dev,100.0,preocup,100.0,algu,15.0,devo,preocupar,,Sonhei que eu briguei com uma garota. Devo me preocupar?,
181,agu,100.0,beb,22.9,sed,10.4,agua,,,Eu sonhei que eu não conseguia tomar água.,
499,show,100.0,faz,11.2,chor,6.1,show,,,Sonhei que fui no show do Belo .,
358,tatuagens,100.0,faz,61.5,quer,15.4,tatuagens,fazia,,Sonhei que eu fazia umas tatuagens.,
217,trabalh,100.0,faz,10.4,fic,8.2,trabalhar,,,Sonhei que vinha trabalhar de pijama.,
146,dirig,100.0,carr,21.7,onibus,7.2,dirigir,,,Sonhei que ia dirigir e não alcançava os pedais.,
46,com,100.0,vontad,10.8,faz,9.6,comendo,,,Sonhei que o teto estava comendo um hamburgão no Zezinho.,
166,mat,100.0,quer,51.6,car,9.5,matar,queria,,Sonhei que meu irmão queria me matar.,
207,parceir,100.0,dia,12.5,fic,12.5,parceiro,,,Sonhei que o Veigh era meu parceiro.,
98,ganh,100.0,gent,6.4,aniversari,4.3,ganhou,,,Sonhei que a Taylor ganhou o Oscar.,
376,gem,100.0,grav,25.6,menin,15.4,gemeos,,,E também sonhei que eu tinha gêmeos. Chega.,
421,atac,100.0,dia,12.1,cachorr,9.1,atacou,,,"Meu Deus, eu sonhei que um gato preto me atacou.",
134,ido,100.0,show,13.0,amig,5.6,ido,,,Sonhei que tinha ido no Vegas.,
203,conhec,100.0,pesso,9.4,fal,8.1,conhecia,,,Essa noite eu sonhei que conhecia o Fernando Kreling.,
152,academ,100.0,sinal,81.8,faz,45.5,academia,sinal,,Sonhei que virava rata de academia. Será um sinal?,
444,vir,100.0,amig,10.4,gent,7.5,virado,,,Sonhei que tinha virado usuário de iPhone. Que estranho.,
399,morr,100.0,car,4.9,lembr,4.9,morrido,,,Sonhei que a Jessie J tinha morrido.,
634,brac,100.0,tatu,100.0,aut,10.0,braco,tatuado,,Sonhei que tinha tatuado o braço errado.,
364,mae,100.0,grav,71.4,menin,71.4,mae,gravida,,Sonhei que minha mãe estava grávida.,
209,jk,100.0,flert,33.3,namor,33.3,jk,,namorava,Sonhei que namorava o JK em um período pós-apocalíptico. Saudades.,
205,cas,100.0,car,5.6,cheg,5.1,casa,,,Sonhei que estava exorcizando uma casa.,
0,grav,100.0,menin,8.0,sonh,6.8,gravida,,,"Véi, sonhei que estava grávida, e foi muito real .",
460,nasc,100.0,filh,25.8,grav,14.5,nasceu,,,Sonhei que a Lara nasceu.,
263,juliett,100.0,show,21.2,amig,18.2,juliette,,,Sonhei que a Juliette mostrava as placas.,
422,banguel,100.0,fic,75.0,achand,25.0,banguela,,,Sonhei que eu estava banguela.,
535,casament,100.0,ped,91.7,dia,8.3,casamento,pedida,,Sonhei que fui pedida em casamento em uma viagem .,
386,soc,86.4,sai,45.5,car,27.3,soco,saia,caras,Sonhei que saía no soco com uns caras.,
193,mbapp,100.0,psg,100.0,anunc,66.7,mbappe,psg,,Sonhei que o Mbappé renovava com o PSG.,
551,horrivel,100.0,pesadel,22.3,morr,10.6,horrivel,,,Eu sonhei que conheci a HORRÍVEL Thassia Naves.,
163,cigarr,100.0,fum,92.3,compr,15.4,cigarro,fumando,,Sonhei que estava fumando um cigarro com o Hyunjin.,
499,show,100.0,faz,11.2,chor,6.1,show,,,Sonhei que estava no show particular do Wallows.,
166,mat,100.0,quer,51.6,car,9.5,matava,,,Sonhei que matava uma menina... de raiva.,
117,filh,100.0,quer,6.1,car,3.0,filho,,,Sonhei que tinha um filho.,
432,feit,100.0,fic,10.3,faz,7.7,feito,,,Sonhei que eu tinha feito uma cirurgia bariátrica.,
178,pesadel,100.0,faz,6.9,volt,6.9,pesadelo,,,"Tive um pesadelo, sonhei que estava com um Android.",
440,madrid,85.7,ganh,71.4,real,71.4,,ganhou,,E eu que sonhei que a gente ganhou a Champions.,
211,dinheir,100.0,ganh,34.8,cont,21.7,dinheiro,ganhava,,Sonhei que eu ganhava muito dinheiro em uma caça-níquel... Recebo.,
136,grav,100.0,aparec,1.1,gent,1.1,gravida,,,Sonhei que estava grávida .,
401,ruiv,100.0,cabel,50.0,pint,30.0,ruiva,,,"Sonhei que fiquei ruiva, ficou lindo.",
637,trist,100.0,fiqu,12.4,cas,7.2,triste,,,Sonhei que tinha CNH. Acordei triste.,
38,conhec,100.0,lou,100.0,real,18.2,conheci,louis,,Sonhei que conheci o Louis.,
106,professor,100.0,faculdad,7.8,histor,7.8,professor,faculdade,,Sonhei que o professor da faculdade era o Harry .,
190,com,100.0,vontad,14.4,quer,5.6,comendo,,,Sonhei que estava comendo pão de queijo.,
79,cant,100.0,show,23.3,music,15.3,cantei,,,Sonhei que cantei com o Jão.,
127,namor,100.0,menin,4.8,car,3.5,namorava,,,Sonhei que eu namorava o Elvis Presley.,
127,namor,100.0,menin,4.8,car,3.5,namorando,,,Sonhei que estava namorando um nerd.,
458,aniversari,70.6,feliz,64.7,fiqu,11.8,aniversario,,,Sonhei que já estava na comemoração do meu aniversário.,
356,cabela,100.0,car,25.0,cintur,25.0,cabelao,,,Sonhei que eu estava com um cabelão.,
147,beij,100.0,menin,7.6,algu,6.4,beijava,,alguem,"Meu Deus, sonhei que beijava alguém tão nada a ver.",
437,fal,100.0,pesso,11.8,fic,10.3,falando,,,Sonhei que estavam falando do Lewis na Globo.,
366,volt,100.0,cas,6.0,fic,6.0,voltado,,,Sonhei que eu tinha voltado a nadar.,
109,seri,100.0,gent,11.3,b,7.5,serie,,,Sonhei que o Grêmio tinha caído para a Série C.,
224,grec,100.0,ia,80.0,acord,60.0,grecia,ia,,Eu sonhei que ela ia para a Grécia .,
127,namor,100.0,menin,4.8,car,3.5,namorava,,,Sonhei que eu namorava a Zendaya.,
585,cred,100.0,grav,19.6,morr,11.8,credo,,,"Credo, sonhei que estava indo ganhar bebê.",
203,conhec,100.0,pesso,9.4,fal,8.1,conhecia,,,Sonhei que conhecia a Charli.,
340,beij,100.0,menin,100.0,amig,10.0,beijando,menina,,Sonhei que estava beijando uma menina muito bonita.,
427,adot,100.0,beb,13.7,cachorr,7.8,adotei,,,Sonhei que eu adotei um pato.,
622,par,100.0,put,23.2,grav,8.5,pariu,puta,,Sonhei que ela morria. Puta que pariu.,
355,tra,100.0,car,6.8,send,6.8,traindo,,,Acordei surtada porque sonhei que ela estava me traindo.,
439,cuid,100.0,beb,20.5,cas,13.6,cuidar,bebe,,Sonhei que estava ajudando a Rihanna a cuidar do bebê.,
459,mensag,99.0,mand,97.1,fal,12.7,mensagem,mandava,,"Meu pai amado, sonhei que mandava mensagem para minha ex.",
86,misericord,100.0,grav,22.2,ia,8.3,misericordia,,,"Sonhei que estava indo fazer o PISM, misericórdia.",
346,carta,100.0,clon,28.0,compr,24.0,cartao,,comprei,Sonhei que comprei uma casa no cartão de crédito.,
103,famil,100.0,trist,26.3,apresent,15.8,familia,,,Sonhei que ela ia no almoço de família comigo .,
630,prov,100.0,tir,100.0,bioquim,8.0,prova,tirado,,Sonhei que tinha tirado um cinco na prova de topografia.,
439,cuid,100.0,beb,20.5,cas,13.6,cuidava,bebe,,Sonhei que eu cuidava de um bebê muito fofo.,
103,famil,100.0,trist,26.3,apresent,15.8,familia,,apresentava,Eu... Eu sonhei que a apresentava para minha família.,
306,eua,100.0,dem,16.7,doid,16.7,eua,,,"Mano, que estranho, sonhei que estava viajando nos EUA.",
609,cai,75.0,porr,56.2,acab,6.2,caiam,,,"Nossa, sonhei que todas as minhas unhas caíam, que desespero.",
